Date,GLD Tonnes,GLD Flow (t),GLDM Tonnes,GLDM Flow (t),SGLN Tonnes,SGLN Flow (t),IAU Tonnes,IAU Flow (t),Total Tonnes,Total Flow (t)
2006-12-27,452.01,0,,,,,,,452.01,0
2006-12-28,453.24,1.23,,,,,,,453.24,1.23
2006-12-29,453.24,0,,,,,,,453.24,0
2007-01-03,453.24,0,,,,,,,453.24,0
2007-01-04,453.24,0,,,,,,,453.24,0
2007-01-05,453.24,0,,,,,,,453.24,0
2007-01-08,453.08,-0.16,,,,,,,453.08,-0.16
2007-01-09,453.08,0,,,,,,,453.08,0
2007-01-10,453.08,0,,,,,,,453.08,0
2007-01-11,453.08,0,,,,,,,453.08,0
2007-01-12,448.76,-4.32,,,,,,,448.76,-4.32
2007-01-16,448.76,0,,,,,,,448.76,0
2007-01-17,451.84,3.08,,,,,,,451.84,3.08
2007-01-18,451.84,0,,,,,,,451.84,0
2007-01-19,451.84,0,,,,,,,451.84,0
2007-01-22,451.84,0,,,,,,,451.84,0
2007-01-23,450.3,-1.54,,,,,,,450.3,-1.54
2007-01-24,450.3,0,,,,,,,450.3,0
2007-01-25,450.3,0,,,,,,,450.3,0
2007-01-26,450.3,0,,,,,,,450.3,0
2007-01-29,450.3,0,,,,,,,450.3,0
2007-01-30,450.3,0,,,,,,,450.3,0
2007-01-31,450.3,0,,,,,,,450.3,0
2007-02-01,454,3.7,,,,,,,454,3.7
2007-02-02,458.63,4.63,,,,,,,458.63,4.63
2007-02-05,458.63,0,,,,,,,458.63,0
2007-02-06,458.63,0,,,,,,,458.63,0
2007-02-07,461.71,3.08,,,,,,,461.71,3.08
2007-02-08,461.71,0,,,,,,,461.71,0
2007-02-09,461.58,-0.13,,,,,,,461.58,-0.13
2007-02-12,466.2,4.62,,,,,,,466.2,4.62
2007-02-13,467.74,1.54,,,,,,,467.74,1.54
2007-02-14,467.74,0,,,,,,,467.74,0
2007-02-15,475.76,8.02,,,,,,,475.76,8.02
2007-02-16,475.76,0,,,,,,,475.76,0
2007-02-20,475.76,0,,,,,,,475.76,0
2007-02-21,479.77,4.01,,,,,,,479.77,4.01
2007-02-22,485.93,6.16,,,,,,,485.93,6.16
2007-02-23,487.47,1.54,,,,,,,487.47,1.54
2007-02-26,487.47,0,,,,,,,487.47,0
2007-02-27,487.47,0,,,,,,,487.47,0
2007-02-28,481.31,-6.16,,,,,,,481.31,-6.16
2007-03-01,481.31,0,,,,,,,481.31,0
2007-03-02,481.31,0,,,,,,,481.31,0
2007-03-05,481.31,0,,,,,,,481.31,0
2007-03-06,481.16,-0.15,,,,,,,481.16,-0.15
2007-03-07,481.16,0,,,,,,,481.16,0
2007-03-08,487.32,6.16,,,,,,,487.32,6.16
2007-03-09,483.01,-4.31,,,,,,,483.01,-4.31
2007-03-12,483.01,0,,,,,,,483.01,0
2007-03-13,483.01,0,,,,,,,483.01,0
2007-03-14,476.84,-6.17,,,,,,,476.84,-6.17
2007-03-15,476.84,0,,,,,,,476.84,0
2007-03-16,476.84,0,,,,,,,476.84,0
2007-03-19,476.84,0,,,,,,,476.84,0
2007-03-20,476.84,0,,,,,,,476.84,0
2007-03-21,476.84,0,,,,,,,476.84,0
2007-03-22,479.31,2.47,,,,,,,479.31,2.47
2007-03-23,479.31,0,,,,,,,479.31,0
2007-03-26,479.31,0,,,,,,,479.31,0
2007-03-27,479.31,0,,,,,,,479.31,0
2007-03-28,479.31,0,,,,,,,479.31,0
2007-03-29,483.93,4.62,,,,,,,483.93,4.62
2007-03-30,483.93,0,,,,,,,483.93,0
2007-04-02,483.93,0,,,,,,,483.93,0
2007-04-03,485.16,1.23,,,,,,,485.16,1.23
2007-04-04,488.4,3.24,,,,,,,488.4,3.24
2007-04-05,494.56,6.16,,,,,,,494.56,6.16
2007-04-09,494.56,0,,,,,,,494.56,0
2007-04-10,494.56,0,,,,,,,494.56,0
2007-04-11,494.56,0,,,,,,,494.56,0
2007-04-12,494.56,0,,,,,,,494.56,0
2007-04-13,494.56,0,,,,,,,494.56,0
2007-04-16,494.56,0,,,,,,,494.56,0
2007-04-17,500.72,6.16,,,,,,,500.72,6.16
2007-04-18,500.72,0,,,,,,,500.72,0
2007-04-19,500.72,0,,,,,,,500.72,0
2007-04-20,494.87,-5.85,,,,,,,494.87,-5.85
2007-04-23,494.87,0,,,,,,,494.87,0
2007-04-24,493.33,-1.54,,,,,,,493.33,-1.54
2007-04-25,493.33,0,,,,,,,493.33,0
2007-04-26,493.33,0,,,,,,,493.33,0
2007-04-27,493.33,0,,,,,,,493.33,0
2007-04-30,493.33,0,,,,,,,493.33,0
2007-05-01,493.33,0,,,,,,,493.33,0
2007-05-02,485.93,-7.4,,,,,,,485.93,-7.4
2007-05-03,485.93,0,,,,,,,485.93,0
2007-05-04,485.78,-0.15,,,,,,,485.78,-0.15
2007-05-07,485.78,0,,,,,,,485.78,0
2007-05-08,485.78,0,,,,,,,485.78,0
2007-05-09,485.78,0,,,,,,,485.78,0
2007-05-10,480.23,-5.55,,,,,,,480.23,-5.55
2007-05-11,480.23,0,,,,,,,480.23,0
2007-05-14,483.01,2.78,,,,,,,483.01,2.78
2007-05-15,485.78,2.77,,,,,,,485.78,2.77
2007-05-16,477.77,-8.01,,,,,,,477.77,-8.01
2007-05-17,469.15,-8.62,,,,,,,469.15,-8.62
2007-05-18,469.15,0,,,,,,,469.15,0
2007-05-21,469.15,0,,,,,,,469.15,0
2007-05-22,469.15,0,,,,,,,469.15,0
2007-05-23,469.15,0,,,,,,,469.15,0
2007-05-24,472.23,3.08,,,,,,,472.23,3.08
2007-05-25,472.23,0,,,,,,,472.23,0
2007-05-29,472.23,0,,,,,,,472.23,0
2007-05-30,463.6,-8.63,,,,,,,463.6,-8.63
2007-05-31,468.22,4.62,,,,,,,468.22,4.62
2007-06-01,477.77,9.55,,,,,,,477.77,9.55
2007-06-04,477.77,0,,,,,,,477.77,0
2007-06-05,477.77,0,,,,,,,477.77,0
2007-06-06,477.77,0,,,,,,,477.77,0
2007-06-07,477.61,-0.16,,,,,,,477.61,-0.16
2007-06-08,469.91,-7.7,,,,,,,469.91,-7.7
2007-06-11,469.91,0,,,,,,,469.91,0
2007-06-12,472.99,3.08,,,,,,,472.99,3.08
2007-06-13,472.99,0,,,,,,,472.99,0
2007-06-14,472.99,0,,,,,,,472.99,0
2007-06-15,472.99,0,,,,,,,472.99,0
2007-06-18,474.53,1.54,,,,,,,474.53,1.54
2007-06-19,474.53,0,,,,,,,474.53,0
2007-06-20,474.53,0,,,,,,,474.53,0
2007-06-21,474.53,0,,,,,,,474.53,0
2007-06-22,474.53,0,,,,,,,474.53,0
2007-06-25,474.53,0,,,,,,,474.53,0
2007-06-26,463.45,-11.08,,,,,,,463.45,-11.08
2007-06-27,463.45,0,,,,,,,463.45,0
2007-06-28,464.37,0.92,,,,,,,464.37,0.92
2007-06-29,464.37,0,,,,,,,464.37,0
2007-07-02,464.37,0,,,,,,,464.37,0
2007-07-03,464.37,0,,,,,,,464.37,0
2007-07-05,464.22,-0.15,,,,,,,464.22,-0.15
2007-07-06,473.45,9.23,,,,,,,473.45,9.23
2007-07-09,481.15,7.7,,,,,,,481.15,7.7
2007-07-10,481.15,0,,,,,,,481.15,0
2007-07-11,481.15,0,,,,,,,481.15,0
2007-07-12,484.84,3.69,,,,,,,484.84,3.69
2007-07-13,484.84,0,,,,,,,484.84,0
2007-07-16,487.92,3.08,,,,,,,487.92,3.08
2007-07-17,487.92,0,,,,,,,487.92,0
2007-07-18,489.46,1.54,,,,,,,489.46,1.54
2007-07-19,497.15,7.69,,,,,,,497.15,7.69
2007-07-20,497.15,0,,,,,,,497.15,0
2007-07-23,497.15,0,,,,,,,497.15,0
2007-07-24,497.15,0,,,,,,,497.15,0
2007-07-25,497.15,0,,,,,,,497.15,0
2007-07-26,496.53,-0.62,,,,,,,496.53,-0.62
2007-07-27,496.53,0,,,,,,,496.53,0
2007-07-30,496.53,0,,,,,,,496.53,0
2007-07-31,496.53,0,,,,,,,496.53,0
2007-08-01,506.69,10.16,,,,,,,506.69,10.16
2007-08-02,506.52,-0.17,,,,,,,506.52,-0.17
2007-08-03,506.52,0,,,,,,,506.52,0
2007-08-06,509.6,3.08,,,,,,,509.6,3.08
2007-08-07,509.6,0,,,,,,,509.6,0
2007-08-08,509.29,-0.31,,,,,,,509.29,-0.31
2007-08-09,509.29,0,,,,,,,509.29,0
2007-08-10,509.29,0,,,,,,,509.29,0
2007-08-13,509.29,0,,,,,,,509.29,0
2007-08-14,510.21,0.92,,,,,,,510.21,0.92
2007-08-15,510.21,0,,,,,,,510.21,0
2007-08-16,507.14,-3.07,,,,,,,507.14,-3.07
2007-08-17,507.14,0,,,,,,,507.14,0
2007-08-20,514.21,7.07,,,,,,,514.21,7.07
2007-08-21,514.21,0,,,,,,,514.21,0
2007-08-22,514.21,0,,,,,,,514.21,0
2007-08-23,514.21,0,,,,,,,514.21,0
2007-08-24,515.44,1.23,,,,,,,515.44,1.23
2007-08-27,515.44,0,,,,,,,515.44,0
2007-08-28,515.44,0,,,,,,,515.44,0
2007-08-29,515.44,0,,,,,,,515.44,0
2007-08-30,515.44,0,,,,,,,515.44,0
2007-08-31,515.44,0,,,,,,,515.44,0
2007-09-04,515.44,0,,,,,,,515.44,0
2007-09-05,528.36,12.92,,,,,,,528.36,12.92
2007-09-06,542.35,13.99,,,,,,,542.35,13.99
2007-09-07,549.42,7.07,,,,,,,549.42,7.07
2007-09-10,558.65,9.23,,,,,,,558.65,9.23
2007-09-11,566.95,8.3,,,,,,,566.95,8.3
2007-09-12,566.95,0,,,,,,,566.95,0
2007-09-13,566.95,0,,,,,,,566.95,0
2007-09-14,566.95,0,,,,,,,566.95,0
2007-09-17,567.88,0.93,,,,,,,567.88,0.93
2007-09-18,575.57,7.69,,,,,,,575.57,7.69
2007-09-19,577.1,1.53,,,,,,,577.1,1.53
2007-09-20,577.1,0,,,,,,,577.1,0
2007-09-21,577.1,0,,,,,,,577.1,0
2007-09-24,578.03,0.93,,,,,,,578.03,0.93
2007-09-25,578.03,0,,,,,,,578.03,0
2007-09-26,578.03,0,,,,,,,578.03,0
2007-09-27,578.03,0,,,,,,,578.03,0
2007-09-28,578.03,0,,,,,,,578.03,0
2007-10-01,578.03,0,,,,,,,578.03,0
2007-10-02,578.03,0,,,,,,,578.03,0
2007-10-03,577.85,-0.18,,,,,,,577.85,-0.18
2007-10-04,577.85,0,,,,,,,577.85,0
2007-10-05,577.85,0,,,,,,,577.85,0
2007-10-08,577.85,0,,,,,,,577.85,0
2007-10-09,585.53,7.68,,,,,,,585.53,7.68
2007-10-10,585.53,0,,,,,,,585.53,0
2007-10-11,591.68,6.15,,,,,,,591.68,6.15
2007-10-12,593.22,1.54,,,,,,,593.22,1.54
2007-10-15,593.22,0,,,,,,,593.22,0
2007-10-16,594.45,1.23,,,,,,,594.45,1.23
2007-10-17,594.45,0,,,,,,,594.45,0
2007-10-18,594.45,0,,,,,,,594.45,0
2007-10-19,594.45,0,,,,,,,594.45,0
2007-10-22,594.45,0,,,,,,,594.45,0
2007-10-23,594.45,0,,,,,,,594.45,0
2007-10-24,594.45,0,,,,,,,594.45,0
2007-10-25,597.53,3.08,,,,,,,597.53,3.08
2007-10-26,597.53,0,,,,,,,597.53,0
2007-10-29,597.53,0,,,,,,,597.53,0
2007-10-30,597.53,0,,,,,,,597.53,0
2007-10-31,597.53,0,,,,,,,597.53,0
2007-11-01,597.53,0,,,,,,,597.53,0
2007-11-02,597.53,0,,,,,,,597.53,0
2007-11-05,597.53,0,,,,,,,597.53,0
2007-11-06,597.35,-0.18,,,,,,,597.35,-0.18
2007-11-07,597.35,0,,,,,,,597.35,0
2007-11-08,599.5,2.15,,,,,,,599.5,2.15
2007-11-09,599.5,0,,,,,,,599.5,0
2007-11-13,588.74,-10.76,,,,,,,588.74,-10.76
2007-11-14,588.74,0,,,,,,,588.74,0
2007-11-15,588.74,0,,,,,,,588.74,0
2007-11-16,588.74,0,,,,,,,588.74,0
2007-11-19,588.74,0,,,,,,,588.74,0
2007-11-20,588.74,0,,,,,,,588.74,0
2007-11-21,588.74,0,,,,,,,588.74,0
2007-11-23,588.74,0,,,,,,,588.74,0
2007-11-26,591.2,2.46,,,,,,,591.2,2.46
2007-11-27,609.33,18.13,,,,,,,609.33,18.13
2007-11-28,609.33,0,,,,,,,609.33,0
2007-11-29,609.33,0,,,,,,,609.33,0
2007-11-30,601.65,-7.68,,,,,,,601.65,-7.68
2007-12-03,601.65,0,,,,,,,601.65,0
2007-12-04,601.45,-0.2,,,,,,,601.45,-0.2
2007-12-05,601.45,0,,,,,,,601.45,0
2007-12-06,602.37,0.92,,,,,,,602.37,0.92
2007-12-07,602.37,0,,,,,,,602.37,0
2007-12-10,614.67,12.3,,,,,,,614.67,12.3
2007-12-11,614.67,0,,,,,,,614.67,0
2007-12-12,615.9,1.23,,,,,,,615.9,1.23
2007-12-13,615.9,0,,,,,,,615.9,0
2007-12-14,615.9,0,,,,,,,615.9,0
2007-12-17,617.43,1.53,,,,,,,617.43,1.53
2007-12-18,617.43,0,,,,,,,617.43,0
2007-12-19,617.43,0,,,,,,,617.43,0
2007-12-20,617.43,0,,,,,,,617.43,0
2007-12-21,617.43,0,,,,,,,617.43,0
2007-12-24,617.43,0,,,,,,,617.43,0
2007-12-26,627.88,10.45,,,,,,,627.88,10.45
2007-12-27,627.88,0,,,,,,,627.88,0
2007-12-28,627.88,0,,,,,,,627.88,0
2007-12-31,627.88,0,,,,,,,627.88,0
2008-01-02,627.88,0,,,,,,,627.88,0
2008-01-03,627.88,0,,,,,,,627.88,0
2008-01-04,629.72,1.84,,,,,,,629.72,1.84
2008-01-07,639.35,9.63,,,,,,,639.35,9.63
2008-01-08,639.35,0,,,,,,,639.35,0
2008-01-09,639.35,0,,,,,,,639.35,0
2008-01-10,641.81,2.46,,,,,,,641.81,2.46
2008-01-11,641.81,0,,,,,,,641.81,0
2008-01-14,652.56,10.75,,,,,,,652.56,10.75
2008-01-15,652.56,0,,,,,,,652.56,0
2008-01-16,631.05,-21.51,,,,,,,631.05,-21.51
2008-01-17,629.83,-1.22,,,,,,,629.83,-1.22
2008-01-18,622.76,-7.07,,,,,,,622.76,-7.07
2008-01-22,622.76,0,,,,,,,622.76,0
2008-01-23,630.44,7.68,,,,,,,630.44,7.68
2008-01-24,630.75,0.31,,,,,,,630.75,0.31
2008-01-25,630.75,0,,,,,,,630.75,0
2008-01-28,630.75,0,,,,,,,630.75,0
2008-01-29,630.75,0,,,,,,,630.75,0
2008-01-30,630.75,0,,,,,,,630.75,0
2008-01-31,631.98,1.23,,,,,,,631.98,1.23
2008-02-01,631.36,-0.62,,,,,,,631.36,-0.62
2008-02-04,631.15,-0.21,,,,,,,631.15,-0.21
2008-02-05,631.15,0,,,,,,,631.15,0
2008-02-06,631.15,0,,,,,,,631.15,0
2008-02-07,631.15,0,,,,,,,631.15,0
2008-02-08,631.15,0,,,,,,,631.15,0
2008-02-11,631.15,0,,,,,,,631.15,0
2008-02-12,631.15,0,,,,,,,631.15,0
2008-02-13,631.15,0,,,,,,,631.15,0
2008-02-14,631.15,0,,,,,,,631.15,0
2008-02-15,631.15,0,,,,,,,631.15,0
2008-02-19,631.15,0,,,,,,,631.15,0
2008-02-20,631.15,0,,,,,,,631.15,0
2008-02-21,631.15,0,,,,,,,631.15,0
2008-02-22,631.15,0,,,,,,,631.15,0
2008-02-25,639.44,8.29,,,,,,,639.44,8.29
2008-02-26,639.44,0,,,,,,,639.44,0
2008-02-27,639.44,0,,,,,,,639.44,0
2008-02-28,639.44,0,,,,,,,639.44,0
2008-02-29,639.44,0,,,,,,,639.44,0
2008-03-03,647.73,8.29,,,,,,,647.73,8.29
2008-03-04,647.73,0,,,,,,,647.73,0
2008-03-05,647.73,0,,,,,,,647.73,0
2008-03-06,647.56,-0.17,,,,,,,647.56,-0.17
2008-03-07,647.56,0,,,,,,,647.56,0
2008-03-10,654.93,7.37,,,,,,,654.93,7.37
2008-03-11,652.48,-2.45,,,,,,,652.48,-2.45
2008-03-12,652.48,0,,,,,,,652.48,0
2008-03-13,652.48,0,,,,,,,652.48,0
2008-03-14,653.4,0.92,,,,,,,653.4,0.92
2008-03-17,663.83,10.43,,,,,,,663.83,10.43
2008-03-18,663.83,0,,,,,,,663.83,0
2008-03-19,648.79,-15.04,,,,,,,648.79,-15.04
2008-03-20,637.13,-11.66,,,,,,,637.13,-11.66
2008-03-24,634.06,-3.07,,,,,,,634.06,-3.07
2008-03-25,634.06,0,,,,,,,634.06,0
2008-03-26,634.06,0,,,,,,,634.06,0
2008-03-27,642.04,7.98,,,,,,,642.04,7.98
2008-03-28,642.04,0,,,,,,,642.04,0
2008-03-31,642.04,0,,,,,,,642.04,0
2008-04-01,642.04,0,,,,,,,642.04,0
2008-04-02,642.04,0,,,,,,,642.04,0
2008-04-03,642.04,0,,,,,,,642.04,0
2008-04-04,642.04,0,,,,,,,642.04,0
2008-04-07,642.04,0,,,,,,,642.04,0
2008-04-08,642.04,0,,,,,,,642.04,0
2008-04-09,641.82,-0.22,,,,,,,641.82,-0.22
2008-04-10,641.82,0,,,,,,,641.82,0
2008-04-11,641.82,0,,,,,,,641.82,0
2008-04-14,641.82,0,,,,,,,641.82,0
2008-04-15,641.82,0,,,,,,,641.82,0
2008-04-16,641.82,0,,,,,,,641.82,0
2008-04-17,641.82,0,,,,,,,641.82,0
2008-04-18,641.82,0,,,,,,,641.82,0
2008-04-21,641.82,0,,,,,,,641.82,0
2008-04-22,623.41,-18.41,,,,,,,623.41,-18.41
2008-04-23,611.75,-11.66,,,,,,,611.75,-11.66
2008-04-24,591.19,-20.56,,,,,,,591.19,-20.56
2008-04-25,591.19,0,,,,,,,591.19,0
2008-04-28,591.19,0,,,,,,,591.19,0
2008-04-29,580.45,-10.74,,,,,,,580.45,-10.74
2008-04-30,580.45,0,,,,,,,580.45,0
2008-05-01,580.45,0,,,,,,,580.45,0
2008-05-02,580.45,0,,,,,,,580.45,0
2008-05-05,580.45,0,,,,,,,580.45,0
2008-05-06,584.44,3.99,,,,,,,584.44,3.99
2008-05-07,590.57,6.13,,,,,,,590.57,6.13
2008-05-08,590.37,-0.2,,,,,,,590.37,-0.2
2008-05-09,590.37,0,,,,,,,590.37,0
2008-05-12,590.37,0,,,,,,,590.37,0
2008-05-13,590.37,0,,,,,,,590.37,0
2008-05-14,583.93,-6.44,,,,,,,583.93,-6.44
2008-05-15,583.93,0,,,,,,,583.93,0
2008-05-16,583.93,0,,,,,,,583.93,0
2008-05-19,583.93,0,,,,,,,583.93,0
2008-05-20,583.93,0,,,,,,,583.93,0
2008-05-21,583.93,0,,,,,,,583.93,0
2008-05-22,591.6,7.67,,,,,,,591.6,7.67
2008-05-23,591.6,0,,,,,,,591.6,0
2008-05-27,591.6,0,,,,,,,591.6,0
2008-05-28,591.6,0,,,,,,,591.6,0
2008-05-29,597.73,6.13,,,,,,,597.73,6.13
2008-05-30,597.73,0,,,,,,,597.73,0
2008-06-02,597.73,0,,,,,,,597.73,0
2008-06-03,597.73,0,,,,,,,597.73,0
2008-06-04,597.73,0,,,,,,,597.73,0
2008-06-05,597.73,0,,,,,,,597.73,0
2008-06-06,597.55,-0.18,,,,,,,597.55,-0.18
2008-06-09,597.55,0,,,,,,,597.55,0
2008-06-10,597.55,0,,,,,,,597.55,0
2008-06-11,597.55,0,,,,,,,597.55,0
2008-06-12,605.21,7.66,,,,,,,605.21,7.66
2008-06-13,605.21,0,,,,,,,605.21,0
2008-06-16,605.21,0,,,,,,,605.21,0
2008-06-17,617.48,12.27,,,,,,,617.48,12.27
2008-06-18,611.35,-6.13,,,,,,,611.35,-6.13
2008-06-19,614.41,3.06,,,,,,,614.41,3.06
2008-06-20,615.95,1.54,,,,,,,615.95,1.54
2008-06-23,628.21,12.26,,,,,,,628.21,12.26
2008-06-24,628.21,0,,,,,,,628.21,0
2008-06-25,628.21,0,,,,,,,628.21,0
2008-06-26,628.21,0,,,,,,,628.21,0
2008-06-27,644.16,15.95,,,,,,,644.16,15.95
2008-06-30,644.16,0,,,,,,,644.16,0
2008-07-01,644.16,0,,,,,,,644.16,0
2008-07-02,658.57,14.41,,,,,,,658.57,14.41
2008-07-03,658.38,-0.19,,,,,,,658.38,-0.19
2008-07-07,658.99,0.61,,,,,,,658.99,0.61
2008-07-08,658.99,0,,,,,,,658.99,0
2008-07-09,658.99,0,,,,,,,658.99,0
2008-07-10,659.91,0.92,,,,,,,659.91,0.92
2008-07-11,705.9,45.99,,,,,,,705.9,45.99
2008-07-14,701.91,-3.99,,,,,,,701.91,-3.99
2008-07-15,701.91,0,,,,,,,701.91,0
2008-07-16,701.91,0,,,,,,,701.91,0
2008-07-17,702.53,0.62,,,,,,,702.53,0.62
2008-07-18,702.53,0,,,,,,,702.53,0
2008-07-21,705.59,3.06,,,,,,,705.59,3.06
2008-07-22,690.26,-15.33,,,,,,,690.26,-15.33
2008-07-23,673.4,-16.86,,,,,,,673.4,-16.86
2008-07-24,673.4,0,,,,,,,673.4,0
2008-07-25,673.4,0,,,,,,,673.4,0
2008-07-28,673.4,0,,,,,,,673.4,0
2008-07-29,673.4,0,,,,,,,673.4,0
2008-07-30,673.4,0,,,,,,,673.4,0
2008-07-31,673.4,0,,,,,,,673.4,0
2008-08-01,674.02,0.62,,,,,,,674.02,0.62
2008-08-04,674.63,0.61,,,,,,,674.63,0.61
2008-08-05,659.31,-15.32,,,,,,,659.31,-15.32
2008-08-06,659.31,0,,,,,,,659.31,0
2008-08-07,659.31,0,,,,,,,659.31,0
2008-08-08,659.03,-0.28,,,,,,,659.03,-0.28
2008-08-11,659.03,0,,,,,,,659.03,0
2008-08-12,659.03,0,,,,,,,659.03,0
2008-08-13,659.03,0,,,,,,,659.03,0
2008-08-14,659.03,0,,,,,,,659.03,0
2008-08-15,659.03,0,,,,,,,659.03,0
2008-08-18,659.03,0,,,,,,,659.03,0
2008-08-19,651.37,-7.66,,,,,,,651.37,-7.66
2008-08-20,651.37,0,,,,,,,651.37,0
2008-08-21,651.37,0,,,,,,,651.37,0
2008-08-22,651.37,0,,,,,,,651.37,0
2008-08-25,651.37,0,,,,,,,651.37,0
2008-08-26,651.37,0,,,,,,,651.37,0
2008-08-27,651.37,0,,,,,,,651.37,0
2008-08-28,651.37,0,,,,,,,651.37,0
2008-08-29,651.37,0,,,,,,,651.37,0
2008-09-02,651.37,0,,,,,,,651.37,0
2008-09-03,642.18,-9.19,,,,,,,642.18,-9.19
2008-09-04,642.18,0,,,,,,,642.18,0
2008-09-05,642.18,0,,,,,,,642.18,0
2008-09-08,641.93,-0.25,,,,,,,641.93,-0.25
2008-09-09,631.2,-10.73,,,,,,,631.2,-10.73
2008-09-10,614.35,-16.85,,,,,,,614.35,-16.85
2008-09-11,614.35,0,,,,,,,614.35,0
2008-09-12,614.35,0,,,,,,,614.35,0
2008-09-15,614.35,0,,,,,,,614.35,0
2008-09-16,614.35,0,,,,,,,614.35,0
2008-09-17,650.81,36.46,,,,,,,650.81,36.46
2008-09-18,655.1,4.29,,,,,,,655.1,4.29
2008-09-19,679.6,24.5,,,,,,,679.6,24.5
2008-09-22,709.62,30.02,,,,,,,709.62,30.02
2008-09-23,724.94,15.32,,,,,,,724.94,15.32
2008-09-24,724.94,0,,,,,,,724.94,0
2008-09-25,723.71,-1.23,,,,,,,723.71,-1.23
2008-09-26,724.63,0.92,,,,,,,724.63,0.92
2008-09-29,752.2,27.57,,,,,,,752.2,27.57
2008-09-30,755.26,3.06,,,,,,,755.26,3.06
2008-10-01,755.26,0,,,,,,,755.26,0
2008-10-02,755.26,0,,,,,,,755.26,0
2008-10-03,739.95,-15.31,,,,,,,739.95,-15.31
2008-10-06,744.54,4.59,,,,,,,744.54,4.59
2008-10-07,745.22,0.68,,,,,,,745.22,0.68
2008-10-08,763.9,18.68,,,,,,,763.9,18.68
2008-10-09,765.74,1.84,,,,,,,765.74,1.84
2008-10-10,770.64,4.9,,,,,,,770.64,4.9
2008-10-13,770.64,0,,,,,,,770.64,0
2008-10-14,767.58,-3.06,,,,,,,767.58,-3.06
2008-10-15,767.58,0,,,,,,,767.58,0
2008-10-16,756.86,-10.72,,,,,,,756.86,-10.72
2008-10-17,756.86,0,,,,,,,756.86,0
2008-10-20,756.25,-0.61,,,,,,,756.25,-0.61
2008-10-21,755.64,-0.61,,,,,,,755.64,-0.61
2008-10-22,755.64,0,,,,,,,755.64,0
2008-10-23,747.06,-8.58,,,,,,,747.06,-8.58
2008-10-24,747.06,0,,,,,,,747.06,0
2008-10-27,749.21,2.15,,,,,,,749.21,2.15
2008-10-28,749.21,0,,,,,,,749.21,0
2008-10-29,749.21,0,,,,,,,749.21,0
2008-10-30,749.21,0,,,,,,,749.21,0
2008-10-31,749.21,0,,,,,,,749.21,0
2008-11-03,749.21,0,,,,,,,749.21,0
2008-11-04,749.21,0,,,,,,,749.21,0
2008-11-05,749.21,0,,,,,,,749.21,0
2008-11-06,749.21,0,,,,,,,749.21,0
2008-11-07,749.21,0,,,,,,,749.21,0
2008-11-10,749.21,0,,,,,,,749.21,0
2008-11-11,749.21,0,,,,,,,749.21,0
2008-11-12,748.94,-0.27,,,,,,,748.94,-0.27
2008-11-13,748.94,0,,,,,,,748.94,0
2008-11-14,748.94,0,,,,,,,748.94,0
2008-11-17,748.94,0,,,,,,,748.94,0
2008-11-18,748.94,0,,,,,,,748.94,0
2008-11-19,752,3.06,,,,,,,752,3.06
2008-11-20,752,0,,,,,,,752,0
2008-11-21,755.06,3.06,,,,,,,755.06,3.06
2008-11-24,755.06,0,,,,,,,755.06,0
2008-11-25,755.06,0,,,,,,,755.06,0
2008-11-26,758.12,3.06,,,,,,,758.12,3.06
2008-11-28,758.12,0,,,,,,,758.12,0
2008-12-01,758.12,0,,,,,,,758.12,0
2008-12-02,758.12,0,,,,,,,758.12,0
2008-12-03,758.12,0,,,,,,,758.12,0
2008-12-04,757.89,-0.23,,,,,,,757.89,-0.23
2008-12-05,757.89,0,,,,,,,757.89,0
2008-12-08,757.89,0,,,,,,,757.89,0
2008-12-09,757.89,0,,,,,,,757.89,0
2008-12-10,757.89,0,,,,,,,757.89,0
2008-12-11,762.17,4.28,,,,,,,762.17,4.28
2008-12-12,762.17,0,,,,,,,762.17,0
2008-12-15,765.23,3.06,,,,,,,765.23,3.06
2008-12-16,769.21,3.98,,,,,,,769.21,3.98
2008-12-17,775.33,6.12,,,,,,,775.33,6.12
2008-12-18,775.33,0,,,,,,,775.33,0
2008-12-19,775.33,0,,,,,,,775.33,0
2008-12-22,775.33,0,,,,,,,775.33,0
2008-12-23,775.33,0,,,,,,,775.33,0
2008-12-24,775.33,0,,,,,,,775.33,0
2008-12-26,775.33,0,,,,,,,775.33,0
2008-12-29,780.23,4.9,,,,,,,780.23,4.9
2008-12-30,780.23,0,,,,,,,780.23,0
2008-12-31,780.23,0,,,,,,,780.23,0
2009-01-02,780.23,0,,,,,,,780.23,0
2009-01-05,780.23,0,,,,,,,780.23,0
2009-01-06,787.88,7.65,,,,,,,787.88,7.65
2009-01-07,787.88,0,,,,,,,787.88,0
2009-01-08,787.6,-0.28,,,,,,,787.6,-0.28
2009-01-09,787.6,0,,,,,,,787.6,0
2009-01-12,787.6,0,,,,,,,787.6,0
2009-01-13,787.6,0,,,,,,,787.6,0
2009-01-14,790.66,3.06,,,,,,,790.66,3.06
2009-01-15,795.25,4.59,,,,,,,795.25,4.59
2009-01-16,795.25,0,,,,,,,795.25,0
2009-01-20,802.9,7.65,,,,,,,802.9,7.65
2009-01-21,805.96,3.06,,,,,,,805.96,3.06
2009-01-22,819.11,13.15,,,,,,,819.11,13.15
2009-01-23,832.57,13.46,,,,,,,832.57,13.46
